text,actual,method,pred_label,pred_binary,category,confidence,score_toxic,rationale,latency,tokens_per_sec,valid_json,tries,raw_output
"And I'm sure you know for a fact that they're just chatting mindlessly, like the fools they end up ticketing, right?",1,A_direct,NON_TOXIC,0.0,none,0.99,0.010000000000000009,Normal disagreement without insult or hostility.,2430.0522804260254,13.168440966377032,True,1," {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal disagreement without insult or hostility.""}"
"I voted for Gary last time around. I live my life with my conscience. I vote with my conscience. Trying to turn Gary's ""Aleppo"" brain fart into a ""Dean's Scream"" moment into a campaign killer is just what the string pullers do. ""Squirrel!"" Gary has Bernie's honesty and sense of right and wrong.  As a mountain climber he connects with and understands mother Earth. As a cannabis user and advocate he shows he isn't a Big Corp. lackey. Gary leads in the polls of all active military because they know  he knows they are more than cannon fodder. All he needs in his rightful place upon the debate stage to reawaken the baskets of idiocracy that feed on 10 second sound bites. 
Our two party system is as worthless as a two legged chair.",1,A_direct,TOXIC,1.0,threat,0.85,0.85,"Personal attack, insults, and threats.",3202.0301818847656,9.681357838342707,True,1," {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.85,""short_rationale"":""Personal attack, insults, and threats.""}"
Ah hahah much needed laugh after reading this horrendous story.,0,A_direct,NON_TOXIC,0.0,none,0.99,0.010000000000000009,Positive and lighthearted tone.,2305.793523788452,13.444395467407919,True,1," {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Positive and lighthearted tone.""}"
"The question is, are the Kealohas mentally fit to stand trial. =/",0,A_direct,NON_TOXIC,0.0,none,0.99,0.010000000000000009,Question does not contain toxic or abusive language.,2550.6348609924316,13.722073878650658,True,1,"
{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Question does not contain toxic or abusive language.""}"
"Horrible. The death toll is 63 as of last reports. Totally avoidable. But we are so self-absorbed as a nation right now that nobody seems to care that this kind of unnecessary tragedy is happening. The Brits stopped giving international aid to India a couple of years ago, and it was a pittance compared to what they spend on welfare there in any case. The US has given more aid in total dollars to India in the last half century than any other foreign nation. But a THIRD of the world's poorest people live in India! And 40% of the world's malnourished children are in India! While they have more billionaires than the Brits. And they sent a mission to Mars in the last five years. And they have nukes. Is this why we allow them to destroy their at risk population, the poorest and most populous democracy? Is anybody OUT THERE?",0,A_direct,TOXIC,1.0,hate,0.99,0.99,Aggressive and hateful language. Promotes discrimination and perpetuates negative stereotypes about a group of people.,3177.3681640625,12.903761189442545,True,1," {""label"":""TOXIC"",""category"":""hate"",""confidence"":0.99,""short_rationale"":""Aggressive and hateful language. Promotes discrimination and perpetuates negative stereotypes about a group of people.""}"
"Latina bruta , Joannes. But we get the idea....",1,A_direct,NON_TOXIC,0.0,none,0.99,0.010000000000000009,Normal disagreement without insult.,2414.1862392425537,12.840765760360805,True,1,"
{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal disagreement without insult.""}"
"Like the superfamous, legendary quote by the movie ratings panel chair, when asked for his criteria for an X rating, back in the '70's or '80's, he said:""I know it when I see it"".",0,A_direct,NON_TOXIC,0.0,none,0.99,0.010000000000000009,Quote analysis without personal attack or toxicity.,2837.7153873443604,11.62907321402751,True,1," {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Quote analysis without personal attack or toxicity.""}"
FAIR WARNING---OWNERS and RIDERS---the warnings posted ON the vehicles are there for a PURPOSE--4 wheelers ARE DANGEROUS _-at ANY SPEED---youngsters --SHOULD NOT be PERMITTED to OPERATE them---,0,A_direct,NON_TOXIC,0.0,none,0.99,0.010000000000000009,Informative statement about safety regulations.,2505.967378616333,12.76951977629843,True,1," {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Informative statement about safety regulations.""}"
"Shoot the messenger, eh Carolyn?

Weld should have been at the top of the ticket instead of that air-head, Gary Johnson.

Johnson did himself in, acting like this:
https://www.youtube.com/watch?v=NXhR41lsEJY",1,A_direct,TOXIC,1.0,threat,0.95,0.95,Aggressive language and targeted threat.,2341.73583984375,12.383975812547241,True,1," {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.95,""short_rationale"":""Aggressive language and targeted threat.""}"
"The act isn't important.  This is more a Dem or Repub partisan thing.  When Clinton does it, the people attacking Trump now defended him.  When Clinton did it, the people defending Trump attacked Clinton.

The hypocrisy abounds with the big party morons.",1,A_direct,NON_TOXIC,0.0,none,0.99,0.010000000000000009,Normal disagreement with factual basis.,2494.256019592285,12.42855575229495,True,1," {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal disagreement with factual basis.""}"
"Tupola votes nearly all the time with Democrats.  Her ""Republican"" candidacy is pointless.  Though it is an exercise in shameless self-promotion.",0,A_direct,NON_TOXIC,0.0,none,0.99,0.010000000000000009,Normal disagreement with factual basis.,2747.9517459869385,11.645037088708799,True,1,"
{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal disagreement with factual basis.""}"
"""The sentence structure seems feeble and disorganized""

Not as feeble as your argument that ""diversity"" won WW2 and equating Jewish scientists fleeing Nazi persecution with economic migrants in Europe.

So now you're an English prof as well as a history expert?

FYI, you're neither....",0,A_direct,NON_TOXIC,0.0,none,0.99,0.010000000000000009,Normal disagreement with factual context.,2613.4676933288574,12.244268441382788,True,1,"
{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal disagreement with factual context.""}"
"Liberia, one way, never to retrun, cargo class:    ALL the illegal felons, BLM felons, and Mooooooooooslims.",1,A_direct,NON_TOXIC,0.0,none,0.99,0.010000000000000009,"Normal disagreement without abuse, but the comment contains factual inaccuracies and perpetuates stereotypes.",3009.2639923095703,13.956901125103869,True,1,"
{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal disagreement without abuse, but the comment contains factual inaccuracies and perpetuates stereotypes.""}"
"Two situations are at play ; One is that liberals organize letter to the editor campaigns to make it appear everyone , and I mean everyone agree's with them---when they don't.   Don Young is trashed non-stop in the letter section and the paper only writes negative stuff about him . Judging from all those letters and stories one would be tricked into thinking everyone hates him and that he's Hitler's brother . Yet the people always vote for him.   The second is , conservatives don't engage in phony letter to the editor schemes . They go to work each day , pay their taxes , and take care of their families. They mostly keep their opinions to themselves . That is why you see so few conservative letters to the editor. When you do see a conservative letter to the editor you know it's sincere and not written by some group urging it's members to flood the paper with letters to the editor.",0,A_direct,TOXIC,1.0,threat,0.85,0.85,Aggressive language and personal attacks.,2562.0133876800537,11.319222662712152,True,1," {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.85,""short_rationale"":""Aggressive language and personal attacks.""}"
"""The RCC Cardinals and Bishops (in general) are not about to give up their (imaginary) control of our sex lives.""
I believe it's called ""Pelvic Theology"".",1,A_direct,NON_TOXIC,0.0,none,0.99,0.010000000000000009,Normal disagreement without insult or toxicity.,2556.684732437134,12.907340346395813,True,1,"
{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal disagreement without insult or toxicity.""}"
"They're already living on less than $45,000 per year.  Add up their expenses (not counting savings for retirement and university) and they're spending barely $3,300 per month.",0,A_direct,NON_TOXIC,0.0,none,0.99,0.010000000000000009,Normal economic discussion.,2852.6434898376465,10.166009213317604,True,1," {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal economic discussion.""}"
You speak for a minority of Trumpaide drinkers.,0,A_direct,NON_TOXIC,0.0,none,0.99,0.010000000000000009,Normal disagreement without insult.,2362.6391887664795,13.120920091139656,True,1,"
{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal disagreement without insult.""}"
"Well, I am pleased by the Cardinal's outreach.    But this does not surprise me.    This Cardinal shines some light on the darkness.",0,A_direct,NON_TOXIC,0.0,none,0.99,0.010000000000000009,Positive feedback and acknowledgment of positive qualities.,2556.166410446167,12.909957608839717,True,1," {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Positive feedback and acknowledgment of positive qualities.""}"
"Great sales professionals would take exception to your statement and I count myself as one of them. What job would have earned me $150,000 working for IBM at the age of 25? 

I learned to sell at IBM and have never stopped learning as the world and people did not stop evolving when I got my MBA in 1978. Not tell me again, that being in sales is not a profession? Please note that there is a HUGE difference between B2B and B2C sales people.",0,A_direct,NON_TOXIC,0.0,none,0.99,0.010000000000000009,Normal disagreement with respectful tone and evidence of learning and professional experience.,2960.4063034057617,12.836075898191199,True,1," {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal disagreement with respectful tone and evidence of learning and professional experience.""}"
"""Look at [expletive] Darth Vader!"" McInnes spat. ""He rules not just the dark side of one planet, but the entire universe, and we put him in [expletive] thigh-high boots. What. The. [Expletive]?! That's exactly what I'm talking about!""
----------
Seriously, this is his shtick? That is not provocative, it is just loud, crude and dumb. 

Hard to believe there is a social media audience for this since it can be over heard from the lips of yahoos in bars and grocery store line ups no matter how hard you try to avoid it.",1,A_direct,TOXIC,1.0,threat,0.85,0.85,Aggressive and threatening language.,2594.558000564575,10.791818873930437,True,1," {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.85,""short_rationale"":""Aggressive and threatening language.""}"""
Just curious as to if he lives under a bridge...,0,B_loglik,NON_TOXIC,0.0,none,0.9974910020828247,0.0025090184062719345,Decision selected using log-likelihood scoring.,859.1446876525879,,True,1,"p_toxic=0.0025, p_non_toxic=0.9975"
"Antifa and BLM don't have ""members.  They are movements, not groups or organizations. And yes, a white person can believe in the ideals they proffer.  Most white-supremacists likewise do not belong to an official group.",0,B_loglik,NON_TOXIC,0.0,none,0.9829792380332947,0.01702079176902771,Decision selected using log-likelihood scoring.,878.7598609924316,,True,1,"p_toxic=0.0170, p_non_toxic=0.9830"
Silly boy.  The money will go to the state. but it's not about the money. Da Guv needs another opportunity to make an aspirational speech and the AG needs the visibility.,1,B_loglik,NON_TOXIC,0.0,none,0.9462500810623169,0.05374995619058609,Decision selected using log-likelihood scoring.,876.577615737915,,True,1,"p_toxic=0.0537, p_non_toxic=0.9463"
"""a congressional supoena can't be ignored forever""  LOL... look at hillary clinton",0,B_loglik,DEFER,,other,0.0,0.29098084568977356,Low confidence NON_TOXIC decision.,857.2025299072266,,True,1,"p_toxic=0.2910, p_non_toxic=0.7090"
Everybody knows that even pu$$y gets ripe after a while.,1,B_loglik,DEFER,,other,0.0,0.3208213150501251,Low confidence NON_TOXIC decision.,855.048656463623,,True,1,"p_toxic=0.3208, p_non_toxic=0.6792"
"What a selfish idiot; selfish that she would speed and drive recklessly, with no concern for the safety of others, idiot because she still didn't know which pedal was the brake, after she hit a car, and a boulder, and then a house. Obviously suspending her license didn't prevent her from still getting behind the wheel, with a passenger no less. There must be some other more effective way to prevent people from driving when they're not allowed. Enforcement seems lacking.",1,B_loglik,DEFER,,other,0.0,0.16667540371418,Low confidence NON_TOXIC decision.,1092.7157402038574,,True,1,"p_toxic=0.1667, p_non_toxic=0.8333"
Modern Democracy. The Enlightenment. Read the *right* book.,0,B_loglik,NON_TOXIC,0.0,none,0.9730236530303955,0.026976311579346657,Decision selected using log-likelihood scoring.,848.438024520874,,True,1,"p_toxic=0.0270, p_non_toxic=0.9730"
"Step one now completed. Step two, the election and removal of the ridiculous NDP. Step three, deal with the ridiculous carbon tax. Step four, deal with the pipeline and the BC government. Step five, if Scheer doesn't deliver,Kenney takes over.",1,B_loglik,DEFER,,other,0.0,0.35220178961753845,Low confidence NON_TOXIC decision.,884.5570087432861,,True,1,"p_toxic=0.3522, p_non_toxic=0.6478"
"For full-time residents, I understand why vacation rental ""traffic"" would be less desirable than a long-term renter.  
Homeowner perspective: I really want to give back to the island I love so much, but the disparity between vacation renting and long-term renting one's home is huge.  Rental income; upkeep of home; flexibility of owner blocking time out for personal use (and maybe other reasons too).
So in my quest to avoid vacation renting, I advertised specifically for my ""ideal"" long term renter.  We have now forged a wonderful relationship....I have a well-maintained property that I can still use periodically.  The renter now has an affordable residence on the island.
Sooooo, instead of ""forcing"" owners to not rent short-term.  I would suggest long-term renters become organized and advertise themselves to the homeowners, emphasizing the benefits of renting long-term:  less people traffic, coordinating home maintenance, etc..there are many owners who feel as I do. Will never go back!",0,B_loglik,NON_TOXIC,0.0,none,0.9985119700431824,0.0014880202943459153,Decision selected using log-likelihood scoring.,1506.9749355316162,,True,1,"p_toxic=0.0015, p_non_toxic=0.9985"
Protestants can be made to feel welcome when they stop treating catholics like garbage.,1,B_loglik,DEFER,,other,0.0,0.23222309350967407,Low confidence NON_TOXIC decision.,860.4774475097656,,True,1,"p_toxic=0.2322, p_non_toxic=0.7678"
"""National medical organizations flooded MPs with e-mails and meeting requests in recent weeks in an effort to have members of the House of Commons finance committee amend a budget bill to remove a controversial clause.""

HAHAHA.  The Fools.  The should have held an LPC $1,500 a plate cash for access fundraiser and the Liberal Health Minister and half a dozen other Liberal MPs would have been there with bells on.",1,B_loglik,TOXIC,1.0,other,0.8808226585388184,0.8808226585388184,Decision selected using log-likelihood scoring.,1083.4689140319824,,True,1,"p_toxic=0.8808, p_non_toxic=0.1192"
"The issue is whether there should be a public comment period for each and every well permit NOT fracking an area in general. I agree there should be open discussion about allowing fracking in a new reservoir pool, but after that public discussion (assuming it's allowed) further public comment shouldn't be required about fracking each and every well afterward. That's a waste of time. And Cook Inletkeeper implied the AOGCC wasn't looking out for Alaska's interests which is nonsense.",0,B_loglik,NON_TOXIC,0.0,none,0.9496839642524719,0.05031604692339897,Decision selected using log-likelihood scoring.,1098.0281829833984,,True,1,"p_toxic=0.0503, p_non_toxic=0.9497"
the Danes were the bad ass Vikings.,1,B_loglik,NON_TOXIC,0.0,none,0.9579516053199768,0.0420483760535717,Decision selected using log-likelihood scoring.,764.930009841919,,True,1,"p_toxic=0.0420, p_non_toxic=0.9580"
"Of course raise taxes as it is the only way to save our state. What fool could possibly think of cutting spending to balance the budget ?  As far as being a sanctuary state status is concerned, only a dolt could want to change that law. It does not cost any money to teach in multiple languages . And with the schools doing such a bang up job who would want to make any changes short of giving them more money. I guess we could cut off some of the welfare programs and have our own citizens "" mow our yards, and pick our grapes"" but that would put some of our state welfare workers out of a job if they were too good at their jobs and doing it correctly. I thought those programs were temporary assistance not a way of life. 
Let the comments commence about what a racist hate monger this writer is. I will be shocked if the usual's do not reply about how horrible I must be. In my home we live within our budget and if we do not have enough we go without.",1,B_loglik,TOXIC,1.0,other,0.8056703805923462,0.8056703805923462,Decision selected using log-likelihood scoring.,1504.9662590026855,,True,1,"p_toxic=0.8057, p_non_toxic=0.1943"
"Damn those young mothers driving their children to daycare through the snow drifts.

Why aren't they using their bicycles in the bicycle lanes that we paid multi million dollars for.",1,B_loglik,NON_TOXIC,0.0,none,0.9430335760116577,0.056966379284858704,Decision selected using log-likelihood scoring.,869.5230484008789,,True,1,"p_toxic=0.0570, p_non_toxic=0.9430"
"it is easy to make accusations and spread conspiracy theories about corruption.  if callan has knowledge of corruption then expose it to the authorities.  it is totally irresponsible to make false accusations and create false conspiracies.  fake news.  further the forensic audit will only focus on internal operations, not on the contractors.  each contract there is a hart official that oversees the contracts to ensure the terms are being met and any cost overruns are duly supported.  kewitt the general contractor for the first 10 miles did not bid on the remainder of project citing that they lost money on their contract.  if they were making such a huge profit as you anti's claim, they would have bid on the remainder. there were some bad decisions made by hart but those were honest mistakes and those involved in those decisions will not be prosecuted for criminal conduct.  being stupid is not criminal.",1,B_loglik,NON_TOXIC,0.0,none,0.9948670864105225,0.005132944323122501,Decision selected using log-likelihood scoring.,1292.4737930297852,,True,1,"p_toxic=0.0051, p_non_toxic=0.9949"
"Never heard of the Washington Times. 

Fake News anyone?",0,B_loglik,NON_TOXIC,0.0,none,0.9923099279403687,0.007690056227147579,Decision selected using log-likelihood scoring.,861.7851734161377,,True,1,"p_toxic=0.0077, p_non_toxic=0.9923"
Booze and tobacco are cool with the Christians. Even though they are associated with 300+ diseases.,0,B_loglik,DEFER,,other,0.0,0.1208532303571701,Low confidence NON_TOXIC decision.,859.9100112915039,,True,1,"p_toxic=0.1209, p_non_toxic=0.8791"
"I hate to say it, but I don't see them doing a thing about it because Obama still walks on water!!",0,B_loglik,DEFER,,other,0.0,0.13753248751163483,Low confidence NON_TOXIC decision.,865.4279708862305,,True,1,"p_toxic=0.1375, p_non_toxic=0.8625"
Yep well done.  Keep it up. And JZ does need Jesus and he will be coming in 2019.,0,B_loglik,NON_TOXIC,0.0,none,0.9594972133636475,0.040502771735191345,Decision selected using log-likelihood scoring.,864.19677734375,,True,1,"p_toxic=0.0405, p_non_toxic=0.9595"
"Your father would give you a swift kick in your anti-American okole and tell you that you are to respect that man, he is our president of our United States of America!",1,B_loglik,TOXIC,1.0,other,0.894789457321167,0.894789457321167,Decision selected using log-likelihood scoring.,869.7121143341064,,True,1,"p_toxic=0.8948, p_non_toxic=0.1052"
"Evil is your government sans the Bill of Rights. Duh. However, I'm not a Christian, so sell your evil nonsense down the road. But can you believe crime exists? Crazy, huh? And what's  even crazier is that the public and cops commit plenty of crimes. What should we do? But first, put your helmet on.",1,B_loglik,TOXIC,1.0,other,0.7905707359313965,0.7905707359313965,Decision selected using log-likelihood scoring.,1076.5726566314697,,True,1,"p_toxic=0.7906, p_non_toxic=0.2094"
"Make no mistake, at this point, if you don't support President Trump, you support the Alt-Left and are an enemy of our Republic and everything the Founders envisioned/established.",0,B_loglik,TOXIC,1.0,other,0.5389832258224487,0.5389832258224487,Decision selected using log-likelihood scoring.,874.4871616363525,,True,1,"p_toxic=0.5390, p_non_toxic=0.4610"
"If it were a serious enough of an event that threatened us and there was nothing that could be done do we tell the public to kiss your ass goodbye? Think about it seriously, then look at what actually happened and is happening. We know there were 3 complete melt downs. We know much of it went into the environment, both air and sea. We know they are unable to contain it and it is continuing to spread. This is the most dangerous element to life. Better to be sceptical and demand proof, action, and national release from the top.",0,B_loglik,NON_TOXIC,0.0,none,0.9241674542427063,0.07583250850439072,Decision selected using log-likelihood scoring.,1105.3264141082764,,True,1,"p_toxic=0.0758, p_non_toxic=0.9242"
This proposal is so idiotic that its failure is imminent.,1,B_loglik,DEFER,,other,0.0,0.2308330535888672,Low confidence NON_TOXIC decision.,845.6277847290039,,True,1,"p_toxic=0.2308, p_non_toxic=0.7692"
"Not sure about the cooling housing market, in Kitchener - Waterloo the market is red hot.",0,B_loglik,NON_TOXIC,0.0,none,0.9975080490112305,0.0024919677525758743,Decision selected using log-likelihood scoring.,852.8633117675781,,True,1,"p_toxic=0.0025, p_non_toxic=0.9975"
"Forced genital mutilation isn't a problem?

Need more cases?

Where is your defense of the rights of women, children, homosexuals?",1,B_loglik,DEFER,,other,0.0,0.3141557574272156,Low confidence NON_TOXIC decision.,870.1643943786621,,True,1,"p_toxic=0.3142, p_non_toxic=0.6858"
This project was doomed when the Governor alienated every industry expert and became the lone wolf.  Alaska is and will continue to suffer under the reckless hand of this uneven hand at the tiller.,0,B_loglik,DEFER,,other,0.0,0.22270014882087708,Low confidence NON_TOXIC decision.,874.5772838592529,,True,1,"p_toxic=0.2227, p_non_toxic=0.7773"
The North Slope still has plenty of oil according to DNR and the USGS. The question is what policies should the state have in place to attract capital and companies to invest the resources and money to get the oil out of the ground. Threatening to change our fiscal policy every 6 months and not honoring commitments made to the industry might not be the best answer. Chanting its our oil also doesn't get us there.,0,B_loglik,TOXIC,1.0,other,0.7827455401420593,0.7827455401420593,Decision selected using log-likelihood scoring.,1081.2034606933594,,True,1,"p_toxic=0.7827, p_non_toxic=0.2173"
"Such backlash is silly but it's not an example of ""political correctness""... that is something else entirely.

Words are losing all meaning these days",1,B_loglik,NON_TOXIC,0.0,none,0.9974115490913391,0.0025884569622576237,Decision selected using log-likelihood scoring.,872.2288608551025,,True,1,"p_toxic=0.0026, p_non_toxic=0.9974"
"""In 2014, Denver's Department of Environmental Health (DEH) reported that residents in the north Denver neighborhoods adjacent to I-70 experience a 50% higher rate of mortality from heart disease than other neighborhoods in Denver not affected by highway pollution""

Link: https://www.puebloevents.net/07/13/2017/denver-i-70-clean-air-act-lawsuit-fundraiser/",0,B_loglik,NON_TOXIC,0.0,none,0.982724130153656,0.01727590709924698,Decision selected using log-likelihood scoring.,1093.202829360962,,True,1,"p_toxic=0.0173, p_non_toxic=0.9827"
"Do you have dementia like your hero, the dotard trump?  As I said, I AM laughing.   Laughing at you!  And speaking of dementia, did you forget to answer my question to you last week?  Do you consider trump a ""good guy,"" even though he has admitted doing some pretty vile things like sexually assaulting women?",1,B_loglik,TOXIC,1.0,other,0.7520126104354858,0.7520126104354858,Decision selected using log-likelihood scoring.,981.6188812255859,,True,1,"p_toxic=0.7520, p_non_toxic=0.2480"
"too funny: ""I found her not photogenic at all - somehow in most of the pictures I see of her, she either looking at someone like she would like to punch them on the nose or is scowling....""

Yes, unlike the smilingly effervescent and handsome-to-a-fault Donald Trump.

Apparently his comb-over is anchored to his jowls, making his ever present scowl a neo-medical necessity.",0,B_loglik,DEFER,,other,0.0,0.3630256652832031,Low confidence NON_TOXIC decision.,1097.4195003509521,,True,1,"p_toxic=0.3630, p_non_toxic=0.6370"
The condescending idiot can make for an amusing character in a movie or TV show; not so much in a comment forum Seth.,1,B_loglik,NON_TOXIC,0.0,none,0.9184070825576782,0.08159290999174118,Decision selected using log-likelihood scoring.,863.2664680480957,,True,1,"p_toxic=0.0816, p_non_toxic=0.9184"
How much longer will you be able to hold down yours?   Do you feel a 3 a.m. Tweet coming on? Do you need a tissue or maybe some cheese with that whine?,0,B_loglik,TOXIC,1.0,other,0.5888891220092773,0.5888891220092773,Decision selected using log-likelihood scoring.,873.8675117492676,,True,1,"p_toxic=0.5889, p_non_toxic=0.4111"
She should've retired a long time ago. (She constantly says such outright lies!   I can't stand the sight of her or Maxine Waters (who also says a lot of stupid stuff).  We need to clean house.  All the 15 to 30 year Congress people need to get out!!!,1,B_loglik,TOXIC,1.0,other,0.6261242032051086,0.6261242032051086,Decision selected using log-likelihood scoring.,895.1365947723389,,True,1,"p_toxic=0.6261, p_non_toxic=0.3739"
Pruitt should try scuba diving on a tank of co2.,1,B_loglik,DEFER,,other,0.0,0.1037486270070076,Low confidence NON_TOXIC decision.,851.5138626098633,,True,1,"p_toxic=0.1037, p_non_toxic=0.8963"
Rosemarie Tucker what would we learn from another intelligent life-form? Maybe we would learn why there are so few of us in the universe? Why it is so likely that intelligent life forms might destroy their own planet.,0,B_loglik,NON_TOXIC,0.0,none,0.9951796531677246,0.004820343106985092,Decision selected using log-likelihood scoring.,876.3270378112793,,True,1,"p_toxic=0.0048, p_non_toxic=0.9952"
"Deceiving. All the anorexic bulemic women I know ALWAYS have a glass of white wine in their hand. They talk about food. They claim to overindulge when they have a cracker. BUT in reality, nothing passes through those artificially injected lips into that tummy tucked body, but alcohol. On the other hand, most of the men I know who drink, also eat.",1,B_loglik,TOXIC,1.0,other,0.5525397062301636,0.5525397062301636,Decision selected using log-likelihood scoring.,1083.6760997772217,,True,1,"p_toxic=0.5525, p_non_toxic=0.4475"
"making them citizens of this great country is a ""darkly uncertain future""? Just silliness!",1,B_loglik,DEFER,,other,0.0,0.11279541254043579,Low confidence NON_TOXIC decision.,864.1788959503174,,True,1,"p_toxic=0.1128, p_non_toxic=0.8872"
De Tocqueville was a classic liberal.  Your quote is not from DeTocqueville. Feel free to quit copying from right wing nut websites.,0,B_loglik,DEFER,,other,0.0,0.10228229314088821,Low confidence NON_TOXIC decision.,873.3699321746826,,True,1,"p_toxic=0.1023, p_non_toxic=0.8977"
What you call lecturing I say is pointing out hypocrisy.,1,B_loglik,NON_TOXIC,0.0,none,0.9893474578857422,0.010652510449290276,Decision selected using log-likelihood scoring.,846.6272354125977,,True,1,"p_toxic=0.0107, p_non_toxic=0.9893"
Nonsense.  Pence isn't looking at running 2020.  Rather he is preparing to be appointed POTUS in 2018 when Trump's Singularity of Stupid finally implodes.,1,B_loglik,DEFER,,other,0.0,0.2690373957157135,Low confidence NON_TOXIC decision.,873.5129833221436,,True,1,"p_toxic=0.2690, p_non_toxic=0.7310"
"These are the terrorist of the modern world, nothing else.",1,B_loglik,TOXIC,1.0,other,0.7154240012168884,0.7154240012168884,Decision selected using log-likelihood scoring.,854.7770977020264,,True,1,"p_toxic=0.7154, p_non_toxic=0.2846"
"""Man hasn't an influence on her."" 

There it is folks, the stupidest thing you'll ever read. The inanity, the ignorance, the arrogance, all of it. 

Literally, the stupidest thing a person could ever say is that we don't have any influence over our environment. Let me come spill some mercury on your *expletive removed* yard. I wish I could curse in this post.",1,B_loglik,DEFER,,other,0.0,0.4415525794029236,Low confidence NON_TOXIC decision.,1088.4528160095215,,True,1,"p_toxic=0.4416, p_non_toxic=0.5584"
Finally. Glad it ended without more violence.,0,B_loglik,NON_TOXIC,0.0,none,0.9381664991378784,0.06183348223567009,Decision selected using log-likelihood scoring.,852.5762557983398,,True,1,"p_toxic=0.0618, p_non_toxic=0.9382"
"Coos, Umpqua and Siuslaw tribes are nothing but yellow bellied, cry baby, money hogging, cowering, bumbling fools. 

If the tribes had a brain to begin with, they could take this opportunity to forgive and help educate the younger generation about Native American and their history. With this, there is no saving face, because to me, it's an embarrassment to even call myself a native American. It just shows the world how bitter and nasty they are.

The tribes have forgotten, forgiveness is the key to the future.",1,B_loglik,DEFER,,other,0.0,0.12762543559074402,Low confidence NON_TOXIC decision.,1115.278720855713,,True,1,"p_toxic=0.1276, p_non_toxic=0.8724"
"Why is our media and the useful idiots so enamoured with a profession of pretenders who are paid a fortune to actually lie professionally convincing the audience they are who they pretend to be.  To top it off they are the most drug addicted, most degenerate, most perverted 'profession' I can name.  The only way to shut up these clowns is boycott their product.  Nothing else seems to work.  Personally I watch political shows now solely to see who their advertisers are so I know which businesses to boycott.",1,B_loglik,NON_TOXIC,0.0,none,0.9284493923187256,0.0715506449341774,Decision selected using log-likelihood scoring.,1103.5573482513428,,True,1,"p_toxic=0.0716, p_non_toxic=0.9284"
"Lol, no, it was those darned Hottentots! Such liars! The tone deafness of today's left with their deflection of why they are losing and their constant vilification of half of the country is astounding, isn't it?",1,B_loglik,DEFER,,other,0.0,0.10230471193790436,Low confidence NON_TOXIC decision.,878.4143924713135,,True,1,"p_toxic=0.1023, p_non_toxic=0.8977"
"got kooks shooting cops, and other kooks blame trump? why, just hold a rally. that will solve the problem",1,B_loglik,TOXIC,1.0,other,0.6992543935775757,0.6992543935775757,Decision selected using log-likelihood scoring.,859.4143390655518,,True,1,"p_toxic=0.6993, p_non_toxic=0.3007"
"'
Bot trolls,

Monrovia or Romania 

...or Indonesia
.",1,B_loglik,NON_TOXIC,0.0,none,0.9572578072547913,0.04274217039346695,Decision selected using log-likelihood scoring.,859.5709800720215,,True,1,"p_toxic=0.0427, p_non_toxic=0.9573"
"This is actually a salient point; especially since it is being framed as a ""matter of respect"" I would like to know what the local demographics are... if there really is no Muslim community in this municipality, the NIMBYs aren't the locals.",0,B_loglik,NON_TOXIC,0.0,none,0.9738568067550659,0.026143183931708336,Decision selected using log-likelihood scoring.,883.868932723999,,True,1,"p_toxic=0.0261, p_non_toxic=0.9739"
